review_id,paper_slug,paper_title,venue,official_decision,system,model,pipeline_verdict,tone_verdict,tone_confidence,tone_signal,gate_verdict,gate_reason,triggered_gates,fundamental_gate_hits,fatal_concern_present,num_concerns,num_decisive_concerns,num_major_fatal_concerns,has_accept_signal,structural_unreliable_flag,structural_note,pipeline_vs_tone,pipeline_vs_gate,tone_vs_gate,native_verdict_system,per_concern_gates_json
CC-038,from_capabilities_pentest,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,ACL ARR May 2025,ACCEPTED,L,GPT4o,ACCEPT,ACCEPT,medium,"The reasons for acceptance emphasize substantive contributions (novel framework, comprehensive evaluation, alignment with MITRE ATT&CK), while the rejection reasons are framed as addressable limitations rather than fundamental flaws.",ACCEPT,No fundamental-gate triggers and positive acceptance signal present.,"G6, G7",0,False,6,0,1,True,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Controlled environments (HTB, Metasploitable) and specific LLM versions limit generalizability, suggesting results hold only under narrow favorable conditions and claims may exceed evidence scope."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-039,from_capabilities_pentest,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,ACL ARR May 2025,ACCEPTED,A,Opus,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' and assigns very low scores (Quality: 1, Soundness: 1) with fundamental concerns about reproducibility, statistical rigor, and novelty.",REJECT,At least one fatal concern.,"G1, G2, G3, G4, G5, G6, G7",5,True,13,3,8,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""fatal"", ""gates"": [""G3""], ""brief"": ""Augmentations lack pseudocode, architecture, and implementation specifics \u2014 method not implementable from paper."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""fatal"", ""gates"": [""G1"", ""G4""], ""brief"": ""Absence of variance/significance testing means headline SCR gains lack direct supporting evidence and threaten validity of conclusions."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Subjective, un-rubric'd capability and knowledge labels introduce measurement validity threats and weaken claim-evidence linkage."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Suspiciously uniform +5.0% RTM gains across agents suggest potential methodological artifact or confound."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Unvalidated re-implementations of AutoAttacker/PenHeal undermine baseline fairness for headline comparisons."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Testing augmentations only individually narrows evaluation and limits support for broader framework claims."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Augmentations are standard SE patterns applied to a well-explored task with no transferable algorithmic insight."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""14-machine evaluation is narrow and cannot support claims about generalization to larger environments."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A12"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A13"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-040,from_capabilities_pentest,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,ACL ARR May 2025,ACCEPTED,A,GPT4o,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' with uniformly low scores (2s across all criteria) and weaknesses citing limited novelty, minimal significance, and lack of methodological innovation.",REJECT,"3 major/fatal concerns in fundamental gates (G2, G5).","G2, G5",3,False,7,2,3,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Limited novelty relying on existing frameworks with no methodological innovation maps to trivially incremental novelty."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Minimal significance/impact relative to existing methods reflects lack of transferable insight characteristic of incremental novelty."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Missing comparison with SOTA techniques and non-LLM penetration testing tools indicates weak/missing baselines for the headline claims."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-041,from_capabilities_pentest,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,ACL ARR May 2025,ACCEPTED,O,Opus,REJECT,REJECT,high,"The review opens by stating the paper 'suffers from several issues that weaken its contribution' and enumerates fundamental problems (taxonomic over-complexity, overbroad RQs, methodological concerns with re-implemented baselines, multiple internal inconsistencies in core metric definitions, mislabeled ATT&CK tactics, and overstated validity claims), with no compensating expressions of enthusiasm or framing of issues as easily addressable.",REJECT,At least one fatal concern.,"G1, G2, G3, G4, G5, G7",15,True,39,10,18,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Relabeling well-established multi-agent concepts with new acronyms indicates trivially incremental novelty without transferable insight."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [], ""brief"": ""Scope breadth concern is about depth/presentation, not a fatal-flaw gate."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G2"", ""G3""], ""brief"": ""Re-implementing baselines from paper descriptions raises baseline fairness and reproducibility concerns."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [""G7""], ""brief"": ""Calling CTF environments 'realistic' overstates ecological validity beyond evidence."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [""G7""], ""brief"": ""Use of 'significantly' without statistical tests overclaims strength of evidence."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Mislabeling custom task groupings as MITRE ATT&CK tactics misrepresents framework alignment (claim-evidence mismatch and overclaiming)."", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Internally inconsistent SCR formula undermines the validity of the core metric."", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""SCR and FR being algebraically redundant invalidates the claim that they are informationally complementary."", ""source"": ""sheet""}, {""id"": ""A14"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Attribution of MITM failure to architectural limitations contradicts the presented evidence of situational reasoning errors."", ""source"": ""sheet""}, {""id"": ""A15"", ""severity"": ""fatal"", ""gates"": [""G1"", ""G4""], ""brief"": ""Augmentation deltas summing to exactly 100% strongly suggests post-hoc decomposition rather than independent measurement\u2014direct validity threat."", ""source"": ""sheet""}, {""id"": ""A16"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Claim that RTM resolves MITM failure contradicts paper's own architectural-limitation analysis."", ""source"": ""sheet""}, {""id"": ""A17"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A18"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""High-level descriptions of augmentations make core contribution not implementable from the paper."", ""source"": ""sheet""}, {""id"": ""A25"", ""severity"": ""moderate"", ""gates"": [""G7"", ""G1""], ""brief"": ""Unqualified conclusion contradicts paper's own findings of variance and coordination gaps."", ""source"": ""sheet""}, {""id"": ""A26"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Systematic degradation of non-targeted capabilities with no mechanism suggests capability ratings were mechanically rather than empirically assigned."", ""source"": ""sheet""}, {""id"": ""A27"", ""severity"": ""fatal"", ""gates"": [""G4"", ""G1""], ""brief"": ""Identical +5.0pp RTM improvement across three distinct agents signals data-integrity/fabrication threat to validity."", ""source"": ""sheet""}, {""id"": ""A29"", ""severity"": ""major"", ""gates"": [""G4""], ""brief"": ""Duplicated CTF challenge across categories creates double-counting confound in metrics."", ""source"": ""sheet""}, {""id"": ""A30"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Factually incorrect MITRE technique labels undermine the evaluation framework alignment claim."", ""source"": ""sheet""}, {""id"": ""A32"", ""severity"": ""fatal"", ""gates"": [""G4"", ""G1""], ""brief"": ""Numerical inconsistencies of 20-27pp between Tables 3 and 4 for modular agents are a direct data-integrity/validity threat."", ""source"": ""sheet""}, {""id"": ""A33"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Table 5 column sums ranging 75-251% with no defined denominator makes quantitative comparisons uninterpretable."", ""source"": ""sheet""}, {""id"": ""A35"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Claim of no external memory augmentation contradicts the paper's own GCM augmentation."", ""source"": ""sheet""}, {""id"": ""A36"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Vague success criteria ('reasonable number of attempts') propagate ambiguity into headline metrics, blocking reproduction."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A12"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A13"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A19"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A20"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A21"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A22"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A23"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A24"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A28"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A31"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A34"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A37"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A38"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A39"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-042,from_capabilities_pentest,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,ACL ARR May 2025,ACCEPTED,M,GPT4o,ACCEPT,ACCEPT,medium,"The review emphasizes the paper's significant contributions, well-supported claims, and commendable framework while framing concerns as addressable areas for improvement rather than blocking issues.",ACCEPT,No fundamental-gate triggers and positive acceptance signal present.,G3,0,False,10,0,2,True,YES,"Review text consists largely of multi-agent process artifacts (repeated 'SEND MESSAGE' coordination attempts, meta-commentary about requesting the original comment, iterative clarifications) with only a brief substantive draft embedded. Shows clear signs of multi-agent orchestration failure rather than coherent review content.",SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate severity, not a fundamental gate trigger."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate severity, not a fundamental gate trigger."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate severity, not a fundamental gate trigger."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate severity, not a fundamental gate trigger."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate severity, not a fundamental gate trigger."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Minor severity."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing implementation details for key augmentations (algorithms, data structures, protocols) makes method not implementable from paper."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Moderate severity, not a fundamental gate trigger."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing experimental configurations, LLM versions, and code/supplementary materials prevents reproduction of the method."", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Minor severity."", ""source"": ""sheet""}]"
CC-043,rl_backtracking_feedback,Reinforcement Learning with Backtracking Feedback,NeurIPS 2025,ACCEPTED,L,Opus,REJECT,REJECT,medium,"The review's rejection section is substantially more detailed and forceful than the acceptance section, citing fundamental concerns about novelty, missing statistical rigor, underspecified critical components (the critic), and incomplete/misleading comparisons — these are framed as blocking methodological gaps rather than addressable revisions.",REJECT,"5 major/fatal concerns in fundamental gates (G1, G2, G4, G5).","G1, G2, G3, G4, G5, G6, G7",5,False,8,4,6,True,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Insufficient novelty \u2014 backtracking concept borrowed from BSAFE/Reset, standard GRPO, LLM-as-critic; trivially incremental combination."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""No error bars or significance tests; small ASR differences (3% vs 5%) may be within noise, so evidence does not directly support headline claims."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Narrow evaluation (two model families, up to 9B, missing ToxiGen/RealToxicityPrompts) undermines the paper's generalizability claims."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G3"", ""G4""], ""brief"": ""Critic model identity, accuracy, and failure modes unreported; method is underspecified and system's safety ceiling is an unassessed confound."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G4""], ""brief"": ""Unanalyzed BSAFE+ violation injection may produce formulaic artifacts, risking the model learning superficial patterns (validity/confounding threat)."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [""G3""], ""brief"": ""Key hyperparameters and reward values chosen without justification or ablation \u2014 reproducibility and method specification gap."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Original BSAFE excluded from main tables in favor of authors' own BSAFE+ variant \u2014 headline improvements rest on unfair/missing baseline comparison."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [""G2""], ""brief"": ""Circuit Breakers comparison partial and no comparison against representation engineering or adversarial training \u2014 baseline coverage weak."", ""source"": ""sheet""}]"
CC-044,rl_backtracking_feedback,Reinforcement Learning with Backtracking Feedback,NeurIPS 2025,ACCEPTED,L,GPT4o,REJECT,ACCEPT,medium,"The reviewer frames the work as a significant, novel advancement with comprehensive empirical support, while the rejection reasons are addressable concerns (missing error bars, efficiency discussion, societal impacts, code release) rather than fundamental methodological flaws.",ACCEPT,No fundamental-gate triggers and positive acceptance signal present.,,0,False,4,2,1,True,,,DIFF,DIFF,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [], ""brief"": ""Missing error bars/statistical significance is a rigor concern but does not directly invalidate central claims via claim-evidence mismatch, baseline unfairness, leakage, or overclaiming at a fatal level."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Computational efficiency detail is a practicality concern, not a fatal-flaw gate."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Broader impacts discussion is not a fatal-flaw gate."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Code/data availability is a reproducibility concern but does not on its own trigger G3 (method not implementable from paper) without evidence of missing algorithmic detail."", ""source"": ""sheet""}]"
CC-045,rl_backtracking_feedback,Reinforcement Learning with Backtracking Feedback,NeurIPS 2025,ACCEPTED,A,Opus,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' with all sub-scores at 2 and an overall score of 4, supported by substantive criticisms of incremental novelty, missing supplementary material, absent baseline comparisons, and underspecified methodology.",REJECT,At least one fatal concern.,"G1, G2, G3, G4, G5, G6, G7",5,True,15,3,8,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Contribution characterized as incremental over BSAFE with limited conceptual novelty \u2014 trivial extension pattern."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""fatal"", ""gates"": [""G3""], ""brief"": ""Missing supplementary material means hyperparameters, training specifics, and data generation are not specified, making the method not implementable from the paper."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Original BSAFE and Reset approaches excluded from experiments \u2014 headline improvement depends on missing/weak baselines."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G6""], ""brief"": ""Only ~50 samples per category for Table 4 undermines reliability of per-category claims (narrow evaluation)."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Unvalidated LLM critic is a central component; absence of accuracy/FP/FN analysis creates a confounding threat and breaks claim-evidence chain."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""major"", ""gates"": [""G3"", ""G1""], ""brief"": ""GRPO penalty mechanism is underspecified, preventing reproduction and undermining the evidence for the primary RL contribution."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""No error bars or significance testing \u2014 reported differences (e.g., BSAFE+ vs RLBF on LMSYS-MF) may not support the claim of genuine improvement."", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Evaluation omits adaptive attacks against the known mechanism, so robustness claims hold only under favorable non-adaptive conditions."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A12"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A13"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A14"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A15"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-046,rl_backtracking_feedback,Reinforcement Learning with Backtracking Feedback,NeurIPS 2025,ACCEPTED,A,GPT4o,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' and lists fundamental concerns about statistical significance, reproducibility, and computational feasibility.",AMBIGUOUS,"Mixed: 1 fundamental hit(s), below auto-reject threshold.","G1, G3, G7",1,False,7,3,3,False,,,SAME,DIFF,DIFF,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Lack of statistical significance tests/confidence intervals means the claimed improvements are not adequately supported by the evidence presented."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""No open access to code or data makes the method not independently implementable or reproducible from the paper alone."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G7""], ""brief"": ""High computational demands without efficiency analysis means claims of practical deployment viability exceed what evidence supports."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-047,rl_backtracking_feedback,Reinforcement Learning with Backtracking Feedback,NeurIPS 2025,ACCEPTED,O,Opus,REJECT,REJECT,high,"The reviewer characterizes the novelty as incremental, identifies multiple logical/technical flaws (misattributed citations, formulation errors, unsupported claims), and frames safety guarantees as requiring rigorous adversarial evaluation that is absent, indicating blocking rather than addressable concerns.",REJECT,"6 major/fatal concerns in fundamental gates (G1, G4, G5).","G1, G3, G4, G5, G6, G7",6,False,24,5,7,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G4"", ""G3""], ""brief"": ""SFT formalization excludes violation from conditioning \u2014 a validity/correctness flaw in the method that also renders it not implementable as written."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""The 'efficient backtracking signal' hypothesis cannot explain the RLBF vs. BSAFE+ gap since both share that mechanism \u2014 claim-evidence mismatch."", ""source"": ""sheet""}, {""id"": ""A16"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Critic prompt is insufficient to implement the RL reward function (missing backtrack-token handling, unnecessary-backtrack detection, etc.)."", ""source"": ""sheet""}, {""id"": ""A19"", ""severity"": ""major"", ""gates"": [""G1"", ""G6""], ""brief"": ""No error bars reported despite key comparisons resting on 1\u20132 point margins \u2014 evidence cannot support claims; narrow/favorable-point reporting."", ""source"": ""sheet""}, {""id"": ""A21"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Novelty over BSAFE reduces to a simplified token-retraction format plus an added RL stage without transferable insight \u2014 trivially incremental."", ""source"": ""sheet""}, {""id"": ""A22"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Threat models conflated and critic reliability against adaptive adversaries unexamined \u2014 safety claims exceed what evidence supports."", ""source"": ""sheet""}, {""id"": ""A24"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Claimed GCG resilience lacks adaptive adversarial evaluation targeting the critic/backtracking mechanism \u2014 overclaiming without supporting evidence."", ""source"": ""sheet""}, {""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A12"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A13"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A14"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A15"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A17"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A18"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A20"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A23"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
